"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","pH_Field","pH_Field_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Water_Temperature","Water_Temperature_VQ","Depth_Bottom_of_Waterbody_Sample_Site","Depth_Bottom_of_Waterbody_Sample_Site_VQ","Transparency_Secchi_Depth","Transparency_Secchi_Depth_VQ","Sample_Depth","Sample_Depth_VQ","Water_Sample_Collection_Device","Water_Sample_Collection_Device_VQ","Water_Level","Water_Level_VQ","Stream_Flow_Qualitative","Stream_Flow_Qualitative_VQ","Iron_Total","Iron_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Potassium_Total","Potassium_Total_VQ","Thallium_Total","Thallium_Total_VQ","Calcium_Total","Calcium_Total_VQ","Arsenic_Total","Arsenic_Total_VQ","Silver_Total","Silver_Total_VQ","Chromium_Total","Chromium_Total_VQ","Zinc_Total","Zinc_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Barium_Total","Barium_Total_VQ","Selenium_Total","Selenium_Total_VQ","Copper_Total","Copper_Total_VQ","Cadmium_Total","Cadmium_Total_VQ","Nickel_Total","Nickel_Total_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Sodium_Total","Sodium_Total_VQ","Lead_Total","Lead_Total_VQ","Aluminum_Total","Aluminum_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Antimony_Total","Antimony_Total_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Sulfate_Total","Sulfate_Total_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Chloride_Total","Chloride_Total_VQ","Total_Suspended_Solids_TSS","Total_Suspended_Solids_TSS_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Color_true","Color_true_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Fluoride_Total","Fluoride_Total_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Pheophytin_A_Monochromatic","Pheophytin_A_Monochromatic_VQ","Chlorophyll_A_Monochromatic","Chlorophyll_A_Monochromatic_VQ","Chlorophyll_A_Uncorrected_Trichromatic","Chlorophyll_A_Uncorrected_Trichromatic_VQ","Escherichia_Coli_Quanti_Tray","Escherichia_Coli_Quanti_Tray_VQ","Enterococci_Quanti_Tray","Enterococci_Quanti_Tray_VQ","Salinity_ppt","Salinity_ppt_VQ","Weather","Weather_VQ"
"30",57114,"Z6-CN-14001",2020-02-03 12:54:00,"BOTTOM","WATER",7.4,NA,774,NA,3.29,NA,36.7,NA,20.6,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",57114,"Z6-CN-14001",2020-02-03 12:55:00,"PRIMARY","WATER",7.4,NA,774,NA,3.47,NA,39.3,NA,21.4,NA,4.5,NA,2.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA,170,NA,17.6,NA,5,NA,0.1,"U",80.5,NA,0.98,NA,0.01,"U",0.4,"U",5,"U",0.34,"I",34.8,NA,0.2,"U",0.4,"U",0.02,"U",0.5,"U",273,NA,61.2,NA,0.2,"U",7.1,"I",0.01,"U",8,NA,0.05,"U",0.099,NA,22,NA,7.7,NA,467,"A",0.3,NA,254,NA,90,NA,2,"IA",777,NA,1.6,NA,60,NA,1.2,NA,0.35,NA,0.012,NA,0.9,"U",1.8,"I",2.1,NA,2,"Q",NA,NA,NA,NA,NA,NA
"32",57123,"Z6-CN-14010",2020-02-05 12:19:00,"BOTTOM","WATER",7.36,NA,551,NA,1.87,NA,22.2,NA,23.9,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",57123,"Z6-CN-14010",2020-02-05 12:20:00,"PRIMARY","WATER",7.36,NA,552,NA,2.24,NA,27,NA,24.5,NA,2.6,NA,2.4,NA,0.3,NA,NA,NA,NA,NA,NA,NA,210,NA,8.01,NA,2.5,NA,0.1,"U",68.4,NA,0.72,NA,0.01,"U",0.4,"U",5,"U",0.3,"I",18.4,NA,0.2,"U",0.4,"U",0.02,"U",0.5,"U",204,NA,32.9,NA,0.2,"U",6.9,"I",0.01,"U",6.8,NA,0.05,"U",0.044,NA,12,NA,2.1,NA,314,"A",0.16,NA,205,NA,52,NA,2,"IA",555,NA,0.92,NA,29,NA,1,NA,0.21,NA,0.006,NA,0.98,"U",1.5,"I",1.4,"I",10.9,"Q",NA,NA,NA,NA,NA,NA
"34",57119,"Z6-CN-14006",2020-02-05 13:29:00,"BOTTOM","WATER",7.47,NA,565,NA,3.59,NA,41.8,NA,22.9,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",57119,"Z6-CN-14006",2020-02-05 13:30:00,"PRIMARY","WATER",7.46,NA,565,NA,3.67,NA,42.9,NA,23.1,NA,2,NA,1.8,NA,0.3,NA,NA,NA,NA,NA,NA,NA,190,NA,8.43,NA,2.6,NA,0.1,"U",69.2,NA,0.73,NA,0.01,"U",0.4,"U",5,"U",0.26,"I",20.5,NA,0.2,"U",0.4,"U",0.02,"U",0.5,"U",207,NA,34,NA,0.2,"U",10,"I",0.01,"U",6.1,NA,0.05,"U",0.097,NA,14,NA,3.2,NA,261,NA,0.16,NA,206,NA,54,NA,2,"I",570,NA,1.1,NA,33,NA,1.5,NA,0.21,NA,0.007,NA,0.98,"U",2.4,"I",2.5,NA,18.5,"Q",NA,NA,NA,NA,NA,NA
"36",57127,"Z6-CN-14014",2020-02-12 13:49:00,"BOTTOM","WATER",7.71,NA,757,NA,6.75,NA,77.9,NA,22.4,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",57127,"Z6-CN-14014",2020-02-12 13:50:00,"PRIMARY","WATER",7.71,NA,757,NA,6.74,NA,77.8,NA,22.4,NA,3.2,NA,1.1,NA,0.3,NA,NA,NA,NA,NA,NA,NA,52,"I",14.9,NA,5,NA,0.1,"U",96.2,NA,1.35,NA,0.01,"U",0.4,"U",5,"U",0.81,NA,34.5,NA,0.2,"U",0.4,"U",0.02,"U",0.5,"U",301,NA,54.8,NA,0.2,"U",12,"I",0.01,"I",3.9,"I",0.07,"I",0.27,NA,26,NA,16,NA,469,NA,0.052,NA,266,NA,85,NA,2,"I",795,NA,1.6,NA,99,NA,1.2,NA,0.35,NA,0.012,NA,0.9,"U",4.4,NA,4.9,NA,1,"Q",NA,NA,NA,NA,NA,NA
"38",0,NA,2020-02-12 13:55:00,"FIELD BLANK","WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"U",0.04,"U",0.3,"U",0.1,"U",0.075,"U",0.05,"U",0.01,"U",0.4,"U",5,"U",0.15,"U",1,"U",0.2,"U",0.4,"U",0.02,"U",0.5,"U",0.35,"U",0.5,"U",0.2,"U",5,"U",0.01,"U",1,"U",0.05,"U",0.004,"U",0.5,"U",0.2,"U",15,"U",0.002,"U",0.65,"U",0.2,"U",2,"U",2,"U",0.08,"U",2.5,"U",0.1,"U",0.035,"U",0.002,"U",NA,NA,NA,NA,NA,NA,1,"UQ",1,"UQ",NA,NA,NA,NA
"39",57128,"Z6-CN-14015",2020-01-14 11:29:00,"BOTTOM","WATER",7.5,NA,655,NA,4.9,NA,57,NA,23.6,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",57128,"Z6-CN-14015",2020-01-14 11:30:00,"PRIMARY","WATER",7.57,NA,664,NA,5.26,NA,62.6,NA,24.1,NA,1.8,NA,1,NA,0.3,NA,NA,NA,NA,NA,NA,NA,240,NA,10.8,NA,5.2,NA,0.1,"U",74,NA,0.98,NA,0.01,"U",0.4,"U",5,"U",0.97,NA,27.8,NA,0.2,"U",1.19,NA,0.02,"U",0.5,"U",229,NA,50.8,NA,0.2,"U",114,NA,0.017,"I",13.6,NA,0.1,"I",0.19,NA,16,NA,27,NA,390,"A",0.15,NA,192,"A",77,NA,6,"IA",664,"A",1.1,NA,61,"A",5.1,NA,0.2,NA,0.068,NA,1.4,"I",3.4,NA,4.4,NA,34.3,"AQ",NA,NA,NA,NA,NA,NA
"41",57124,"Z6-CN-14011",2020-01-14 13:04:00,"BOTTOM","WATER",7.17,NA,312,NA,5.32,NA,62.2,NA,23.2,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",57124,"Z6-CN-14011",2020-01-14 13:05:00,"PRIMARY","WATER",7.2,NA,313.1,NA,5.86,NA,70.3,NA,24.5,NA,2.4,NA,1.5,NA,0.3,NA,NA,NA,NA,NA,NA,NA,290,NA,3.09,NA,1.1,"I",0.1,"U",43.5,NA,0.51,NA,0.01,"U",0.4,"U",5.8,"I",0.58,"I",10.8,NA,0.21,"I",0.55,"I",0.02,"U",0.5,"U",121,NA,19.9,NA,0.2,"U",28,NA,0.011,"I",14.5,NA,0.073,"I",0.04,NA,14,NA,5.5,"A",187,NA,0.1,NA,104,NA,30,"A",2,"U",314,NA,0.84,NA,69,NA,1.2,NA,0.09,"I",0.024,NA,0.9,"U",3.6,NA,4.1,NA,3.1,"Q",NA,NA,NA,NA,NA,NA
"43",57116,"Z6-CN-14003",2020-01-15 12:09:00,"BOTTOM","WATER",7.91,NA,418.2,NA,7.67,NA,90.3,NA,23.6,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",57116,"Z6-CN-14003",2020-01-15 12:10:00,"PRIMARY","WATER",7.97,NA,417.8,NA,8.08,NA,96.1,NA,23.8,NA,2.4,NA,0.7,NA,0.3,NA,NA,NA,NA,NA,NA,NA,110,"I",9.86,NA,5.4,NA,0.1,"U",42.2,NA,1.24,NA,0.01,"U",0.4,"U",5,"U",0.85,NA,29,NA,0.2,"U",0.54,"I",0.02,"U",0.5,"U",146,NA,27.3,NA,0.2,"U",74,NA,0.021,"I",2.4,"I",0.12,"I",0.004,"U",14,NA,25,NA,250,"A",0.005,NA,110,NA,48,NA,10,"IA",420,NA,0.99,NA,39,"A",5.7,"A",0.17,NA,0.053,NA,4.1,"I",28,NA,31,NA,9.7,"Q",NA,NA,NA,NA,NA,NA
"45",57120,"Z6-CN-14007",2020-01-15 14:14:00,"BOTTOM","WATER",8.01,NA,1209,NA,6.59,NA,75.8,NA,22.4,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",57120,"Z6-CN-14007",2020-01-15 14:15:00,"PRIMARY","WATER",8.24,NA,1197,NA,7.06,NA,83.9,NA,23.9,NA,2.7,NA,1,NA,0.3,NA,NA,NA,NA,NA,NA,NA,46,"I",28.2,NA,11,NA,0.1,"U",103,NA,2.5,NA,0.01,"U",0.4,"U",5,"U",1.88,NA,70.8,NA,0.21,"I",1.18,NA,0.02,"U",0.5,"U",373,NA,119,NA,0.2,"U",24,NA,0.012,"I",3.9,"I",0.16,"I",0.94,NA,32,NA,77,NA,762,"A",0.086,NA,291,NA,170,NA,2,"IA",1210,NA,2.1,NA,110,NA,3.4,NA,0.53,NA,0.1,NA,0.98,"U",4.5,NA,5.2,NA,17.5,"Q",NA,NA,NA,NA,NA,NA
"47",57125,"Z6-CN-14012",2020-01-16 12:29:00,"BOTTOM","WATER",6.86,NA,431.8,NA,3.74,NA,42.6,NA,22,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",57125,"Z6-CN-14012",2020-01-16 12:30:00,"PRIMARY","WATER",6.86,NA,434.1,NA,4.44,NA,51.1,NA,22.3,NA,1.7,NA,0.9,NA,0.3,NA,NA,NA,NA,NA,NA,NA,510,NA,9.06,NA,17.2,NA,0.1,"U",32.1,NA,0.71,NA,0.01,"U",0.84,"I",5,"U",0.21,"I",24,NA,0.2,"U",0.89,NA,0.02,"U",0.5,"U",117,NA,32.4,NA,0.2,"U",430,NA,0.019,"I",60.9,NA,0.061,"I",0.48,NA,24,NA,48,NA,296,"A",0.11,NA,60,NA,61,NA,5,"IA",436,NA,1.3,NA,120,NA,3.5,NA,0.086,"I",0.31,NA,2.1,"I",9.1,NA,11,NA,48.7,"Q",NA,NA,NA,NA,NA,NA
"49",0,NA,2020-01-16 12:40:00,"FIELD BLANK","WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"U",0.04,"U",0.3,"U",0.1,"U",0.075,"U",0.05,"U",0.01,"U",0.4,"U",5,"U",0.15,"U",1,"U",0.2,"U",0.4,"U",0.02,"U",0.5,"U",0.35,"U",0.5,"U",0.2,"U",5,"U",0.01,"U",1,"U",0.05,"U",0.004,"U",0.5,"U",0.2,"U",15,"U",0.002,"U",0.65,"U",0.2,"U",2,"U",2,"U",0.08,"U",2.5,"U",0.1,"U",0.035,"U",0.002,"U",NA,NA,NA,NA,NA,NA,1,"UQ",1,"UQ",NA,NA,NA,NA
"50",57117,"Z6-CN-14004",2020-01-21 11:14:00,"BOTTOM","WATER",7.26,NA,693,NA,4.59,NA,52.7,NA,22.1,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",57117,"Z6-CN-14004",2020-01-21 11:15:00,"PRIMARY","WATER",7.35,NA,692,NA,5.1,NA,58.8,NA,22.3,NA,3.2,NA,1.8,NA,0.3,NA,NA,NA,NA,NA,NA,NA,35,"I",7.57,NA,5.3,NA,0.1,"U",87.1,NA,1.19,NA,0.01,"U",0.4,"U",5,"U",1.02,NA,19.9,NA,0.2,"U",3.15,NA,0.02,"U",0.5,"U",249,NA,44.9,NA,0.2,"U",13,"I",0.01,"U",23.1,NA,0.11,"I",0.021,NA,14,NA,23,NA,408,NA,0.087,NA,230,NA,69,NA,2,"U",686,NA,1.1,NA,45,"A",1.3,NA,0.33,NA,0.082,NA,4.2,NA,15,NA,19,NA,8.5,"Q",NA,NA,NA,NA,NA,NA
"52",57121,"Z6-CN-14008",2020-01-21 12:49:00,"BOTTOM","WATER",7.36,NA,572,NA,3.21,NA,36.2,NA,21.2,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",57121,"Z6-CN-14008",2020-01-21 12:50:00,"PRIMARY","WATER",7.42,NA,572,NA,4.26,NA,47.9,NA,21.6,NA,2.4,NA,1.6,NA,0.3,NA,NA,NA,NA,NA,NA,NA,77,"I",4.4,NA,4.2,NA,0.1,"U",86,NA,1.75,NA,0.01,"U",0.48,"I",5.2,"I",1.04,NA,21.5,NA,0.27,"I",1.17,NA,0.02,"U",0.5,"U",233,NA,26.1,NA,0.2,"U",12,"I",0.01,"U",10.1,NA,0.16,"I",0.14,NA,12,NA,15,NA,344,"A",0.064,NA,223,NA,42,NA,3,"IA",568,NA,1,NA,53,NA,1.4,NA,0.2,NA,0.073,NA,3.2,NA,30,NA,33,NA,25.8,"AQ",NA,NA,NA,NA,NA,NA
"54",57249,"Z5-CN-14002",2020-01-08 10:20:00,"PRIMARY","WATER",7.22,NA,572,NA,3.66,NA,39.5,NA,19,NA,0.4,NA,0.4,"S",0.2,NA,NA,NA,NA,NA,NA,NA,540,NA,6.05,NA,6,NA,0.1,"U",105,NA,0.68,NA,0.01,"U",0.72,"I",5,"U",1.15,NA,22.7,NA,0.2,"U",0.69,"I",0.02,"U",0.79,"I",286,NA,15.6,NA,0.2,"U",23,NA,0.021,"I",7.6,NA,0.075,"I",0.076,NA,16,NA,15,NA,359,NA,0.02,NA,256,NA,28,NA,2,"I",571,NA,0.87,NA,73,NA,2.5,NA,0.15,NA,0.044,NA,0.9,"U",1.1,"I",1.4,"I",48,"Q",NA,NA,NA,NA,NA,NA
"55",57255,"Z5-CN-14009",2020-01-08 11:10:00,"PRIMARY","WATER",7.48,NA,556,NA,7.18,NA,79.2,NA,20.1,NA,0.7,NA,0.7,"S",0.3,NA,NA,NA,NA,NA,NA,NA,450,NA,4.18,NA,3.3,NA,0.1,"U",99,NA,1.68,NA,0.01,"U",0.81,"I",5,"U",3.98,NA,16.1,NA,0.22,"I",0.4,"U",0.02,"U",0.5,"U",264,NA,20.3,NA,0.2,"U",13,"I",0.036,"I",7.2,NA,0.15,"I",0.16,NA,15,NA,10,NA,335,NA,0.037,NA,250,NA,31,NA,2,"I",560,NA,0.91,NA,74,NA,1.8,NA,0.16,NA,0.014,NA,1,"I",2.5,"I",3.2,NA,19.7,"Q",NA,NA,NA,NA,NA,NA
"56",57251,"Z5-CN-14005",2020-01-08 11:40:00,"PRIMARY","WATER",7.41,NA,447.8,NA,1.6,NA,19,NA,23.2,NA,1,NA,1,"S",0.3,NA,NA,NA,NA,NA,NA,NA,160,NA,4.25,NA,3.9,NA,0.1,"U",76.7,NA,0.5,NA,0.01,"U",0.9,"I",5,"U",2.56,NA,14.5,NA,0.2,"U",0.4,"U",0.02,"U",0.5,"U",209,NA,15.1,NA,0.2,"U",19,"I",0.041,NA,9.2,NA,0.052,"I",0.028,NA,15,NA,3.6,NA,267,NA,0.16,NA,198,NA,25,NA,2,"I",446,NA,0.98,NA,86,NA,0.8,NA,0.099,"I",0.016,NA,0.9,"U",3.2,NA,3.5,NA,1,"UQ",NA,NA,NA,NA,NA,NA
"57",57253,"Z5-CN-14007B",2020-01-09 12:25:00,"PRIMARY","WATER",7.48,NA,509,NA,5.16,NA,58.8,NA,21.6,NA,3.2,NA,1.5,NA,0.3,NA,NA,NA,NA,NA,NA,NA,130,NA,4.11,NA,0.96,"I",0.1,"U",91,NA,1.04,NA,0.01,"U",0.4,"U",5,"U",0.2,"I",17.9,NA,0.2,"U",0.4,"U",0.02,"U",0.5,"U",244,NA,16.4,NA,0.2,"U",5,"U",0.01,"U",8.5,NA,0.05,"U",NA,"O",NA,"O",NA,"O",NA,"O",NA,"O",NA,"O",NA,"O",NA,"O",NA,"O",NA,"O",NA,NA,NA,"O",NA,"O",NA,"O",NA,"O",NA,"O",NA,"O",NA,NA,NA,NA,NA,NA,NA,NA
"58",57253,"Z5-CN-14007B",2020-01-09 12:27:00,"BOTTOM","WATER",6.96,NA,477.3,NA,1.78,NA,19.5,NA,19.8,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",57250,"Z5-CN-14003",2020-01-13 10:35:00,"PRIMARY","WATER",7.72,NA,777,NA,6.13,NA,71.7,NA,23,NA,1.4,NA,1.2,NA,0.3,NA,NA,NA,NA,NA,NA,NA,48,"I",16.7,NA,5.9,NA,0.1,"U",92.8,NA,1.56,NA,0.01,"U",0.4,"U",5,"U",0.64,NA,37,NA,0.2,"U",0.4,"U",0.02,"U",0.5,"U",300,NA,52.6,NA,0.2,"U",42,NA,0.012,"I",12.4,NA,0.075,"I",0.12,NA,26,NA,22,NA,498,NA,0.11,NA,261,NA,86,NA,4,"IA",788,NA,1.9,NA,78,NA,3.3,NA,0.39,NA,0.025,NA,2.9,NA,12,"A",14,"A",4.1,"Q",NA,NA,NA,NA,NA,NA
"60",57259,"Z5-CN-14014",2020-01-13 11:30:00,"PRIMARY","WATER",8.55,NA,528,NA,9.2,NA,107.4,NA,22.9,NA,2.5,NA,0.7,NA,0.3,NA,NA,NA,NA,NA,NA,NA,66,"I",8.47,NA,4.1,NA,0.1,"U",78.5,NA,1.47,NA,0.01,"U",0.4,"U",5,"U",0.44,"I",19.4,NA,0.2,"U",0.43,"I",0.02,"U",0.5,"U",231,NA,30.5,NA,0.2,"U",32,NA,0.013,"I",7.2,NA,0.13,"I",0.004,"U",20,NA,6.3,NA,317,NA,0.009,NA,215,NA,42,NA,6,"I",536,NA,1.5,NA,54,"A",5.9,NA,0.27,NA,0.035,NA,1.3,"U",10,NA,11,NA,3.1,"Q",NA,NA,NA,NA,NA,NA
"61",57259,"Z5-CN-14014",2020-01-13 11:32:00,"BOTTOM","WATER",8.48,NA,527,NA,8.94,NA,103.8,NA,22.7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",0,NA,2020-01-13 11:40:00,"FIELD BLANK","WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"U",0.04,"U",0.3,"U",0.1,"U",0.075,"U",0.05,"U",0.01,"U",0.4,"U",5,"U",0.15,"U",1,"U",0.2,"U",0.4,"U",0.02,"U",0.5,"U",0.35,"U",0.5,"U",0.2,"U",5,"U",0.01,"U",1,"U",0.05,"U",0.004,"U",0.5,"U",0.2,"U",15,"U",0.002,"U",0.65,"U",0.2,"U",2,"U",2,"U",0.08,"U",2.5,"U",0.1,"U",0.035,"U",0.002,"U",NA,NA,NA,NA,NA,NA,1,"UQ",NA,NA,NA,NA,NA,NA
"63",57248,"Z5-CN-14001",2020-01-14 08:50:00,"PRIMARY","WATER",7.8,NA,652,NA,7.23,NA,83.3,NA,22.3,NA,0.8,NA,0.8,"S",0.3,NA,NA,NA,NA,NA,NA,NA,50,"I",8.23,NA,2.8,NA,0.1,"U",85.7,NA,1.15,NA,0.01,"U",0.4,"U",5,"U",3.61,NA,27.9,NA,0.38,"I",0.58,"I",0.02,"U",0.66,"I",248,NA,40.3,NA,0.2,"U",21,NA,0.01,"U",8.5,NA,0.37,NA,0.004,"U",7.3,NA,22,NA,374,NA,0.002,"I",197,"A",80,NA,3,"I",662,"A",0.68,NA,17,"Q",1.6,"Q",0.18,NA,0.02,NA,1.4,"IQ",5.9,"Q",7,"Q",NA,"O",NA,NA,NA,NA,NA,NA
"64",57258,"Z5-CN-14013",2020-01-14 10:20:00,"PRIMARY","WATER",7.47,NA,491.4,NA,5.07,NA,59.4,NA,22.6,NA,1.2,NA,1.2,"S",0.3,NA,NA,NA,NA,NA,NA,NA,310,NA,6.44,NA,2,NA,0.1,"U",76,NA,0.97,NA,0.01,"U",0.82,"I",5,"U",1.09,NA,15,NA,0.2,"U",0.42,"I",0.02,"U",1,"I",216,NA,23.2,NA,0.2,"U",43,NA,0.018,"I",3.3,"I",0.5,NA,0.029,NA,13,NA,13,NA,300,NA,0.009,NA,183,NA,39,NA,8,"I",491,NA,0.97,NA,55,"Q",3.9,"Q",0.11,NA,0.025,NA,2.3,"I",16,NA,17,NA,10,"Q",NA,NA,NA,NA,NA,NA
"65",57253,"Z5-CN-14007",2020-01-15 11:32:00,"BOTTOM","WATER",6.97,NA,489,NA,1.76,NA,19.4,NA,20.1,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
